1 31.5 -5 -5
2 68.5 -5 -5
3 68.5 5 -5
4 31.5 5 -5
5 31.5 -5 5
6 68.5 -5 5
7 68.5 5 5
8 31.5 5 5
9 50 0 0
10 35.858002 5 5
11 64.142097 5 5
12 50 5 5
14 64.141998 -5 5
15 57.070999 -5 5
16 42.929001 -5 5
17 57.070999 5 -5
18 42.929001 5 -5
19 -18.5 15 -5
20 18.5 15 -5
21 18.5 25 -5
22 -18.5 25 -5
23 -18.5 15 5
24 18.5 15 5
25 18.5 25 5
26 -18.5 25 5
27 0 20 0
28 -14.142 25 5
29 14.1421 25 5
30 0 25 5
31 14.142 15 5
32 7.071 15 5
33 -7.071 15 5
34 7.071 25 -5
35 -7.071 25 -5
36 0 15 -5
37 31.5 15 -5
38 68.5 15 -5
39 68.5 25 -5
40 31.5 25 -5
41 31.5 15 5
42 68.5 15 5
43 68.5 25 5
44 31.5 25 5
45 50 20 0
46 35.858002 25 5
47 64.142097 25 5
48 50 25 5
49 64.141998 15 5
50 57.070999 15 5
51 42.929001 15 5
52 57.070999 25 -5
53 42.929001 25 -5
54 -18.5 -5 -5
55 18.5 -5 -5
56 18.5 5 -5
57 -18.5 5 -5
58 -18.5 -5 5
59 18.5 -5 5
60 18.5 5 5
61 -18.5 5 5
62 0 0 0
63 -14.142 5 5
64 14.1421 5 5
65 0 5 5
66 14.142 -5 5
67 7.071 -5 5
68 -7.071 -5 5
69 7.071 5 -5
70 -7.071 5 -5
71 0 -5 -5
72 31.5 35 -5
73 68.5 35 -5
74 68.5 45 -5
75 31.5 45 -5
76 31.5 35 5
77 68.5 35 5
78 68.5 45 5
79 31.5 45 5
80 50 40 0
81 35.858002 45 5
82 64.142097 45 5
83 50 45 5
84 64.141998 35 5
85 57.070999 35 5
86 42.929001 35 5
87 57.070999 45 -5
88 42.929001 45 -5
89 -18.5 35 -5
90 18.5 35 -5
91 18.5 45 -5
92 -18.5 45 -5
93 -18.5 35 5
94 18.5 35 5
95 18.5 45 5
96 -18.5 45 5
97 0 40 0
101 14.142 35 5
104 7.071 45 -5
106 0 35 -5
Faces:
 4 3 2 1.
 1 2 6 5.
 2 3 7 6.
 4 1 5 8.
 11 17 15.
 17 12 15.
 12 18 16.
 18 10 16.
 3 17 11 7.
 17 18 12.
 18 4 8 10.
 7 11 15 6.
 12 16 15.
 10 8 5 16.
 22 21 20 19.
 20 21 25 24.
 22 19 23 26.
 29 34 32.
 34 30 32.
 30 35 33.
 35 28 33.
 21 34 29 25.
 34 35 30.
 35 22 26 28.
 25 29 32 24.
 28 26 23 33.
 36 30 33.
 36 32 30.
 20 24 32 36.
 36 33 23 19.
 40 39 38 37.
 37 38 42 41.
 38 39 43 42.
 40 37 41 44.
 47 52 50.
 52 48 50.
 48 53 51.
 53 46 51.
 39 52 47 43.
 52 53 48.
 53 40 44 46.
 43 47 50 42.
 48 51 50.
 46 44 41 51.
 57 56 55 54.
 55 56 60 59.
 57 54 58 61.
 64 69 67.
 69 65 67.
 65 70 68.
 70 63 68.
 56 69 64 60.
 69 70 65.
 70 57 61 63.
 60 64 67 59.
 63 61 58 68.
 71 65 68.
 71 67 65.
 55 59 67 71.
 71 68 58 54.
 75 74 73 72.
 72 73 77 76.
 73 74 78 77.
 75 72 76 79.
 82 87 85.
 87 83 85.
 83 88 86.
 88 81 86.
 74 87 82 78.
 87 88 83.
 88 75 79 81.
 78 82 85 77.
 83 86 85.
 81 79 76 86.
 92 91 90 89.
 90 91 95 94.
 92 89 93 96.
 94 95 96 93.
 91 92 96 95.
 93 89 90 94.
Groups:
6
 1 2 3 4 5 6 7 8 9 10
 11 12 14 15 16 17 18!
 19 20 21 22 23 24 25 26 27 28
 29 30 31 32 33 34 35 36!
 37 38 39 40 41 42 43 44 45 46
 47 48 49 50 51 52 53!
 54 55 56 57 58 59 60 61 62 63
 64 65 66 67 68 69 70 71!
 72 73 74 75 76 77 78 79 80 81
 82 83 84 85 86 87 88!
 89 90 91 92 93 94 95 96 97 101
 104 106!
