1 0 3.124 2.812
2 0 3.124 4.79
3 0 3.75 4.79
4 0 3.75 0
5 0 3.124 0
6 0 3.124 2.238
7 0 0.624 2.238
8 0 0.624 0
9 0 0 0
10 0 0 4.79
11 0 0.624 4.79
12 0 0.624 2.812
13 1 3.124 2.812
14 1 3.124 4.79
15 1 3.75 4.79
16 1 3.75 0
17 1 3.124 0
18 1 3.124 2.238
19 1 0.624 2.238
20 1 0.624 0
21 1 0 0
22 1 0 4.79
23 1 0.624 4.79
24 1 0.624 2.812
Faces:
 1 2 3 4 5 6 7 8 9 10 11 12.
 15 14 13 24 23 22 21 20 19 18 17 16.
 1 13 14 2.
 2 14 15 3.
 3 15 16 4.
 4 16 17 5.
 5 17 18 6.
 6 18 19 7.
 7 19 20 8.
 8 20 21 9.
 9 21 22 10.
 10 22 23 11.
 11 23 24 12.
 12 24 13 1.
